1.4932

0		43968
55		232
38		227
5		208
2		190
12		187
149		184
39		171
63		145
25		141
48		119
51		110
46		104
89		96
26		91
92		88
37		85
72		82
40		81
120		79
4		76
44		75
23		69
111		69
68		69
94		65
50		65
57		64
100		59
144		58
104		56
93		55
117		53
9		51
83		48
34		47
95		46
10		44
76		43
116		42
140		41
152		41
74		40
1		38
3		37
75		36
108		36
125		36
114		35
22		35
164		35
109		34
97		34
35		32
45		32
20		32
131		31
53		31
98		28
118		28
139		28
156		28
19		28
6		27
145		27
21		27
86		27
33		27
36		26
138		26
90		26
11		24
13		24
115		24
133		24
176		24
99		24
8		23
165		23
82		23
64		23
43		23
173		22
58		22
132		22
69		22
141		21
71		21
119		21
67		21
73		21
134		20
15		20
84		20
91		20
16		19
31		19
61		19
122		19
198		19
170		18
24		18
127		18
146		18
77		18
107		18
155		16
123		16
28		15
121		15
175		15
178		15
70		14
80		14
157		14
169		14
207		14
185		14
201		14
27		13
88		13
56		13
110		13
49		13
103		12
106		12
79		12
81		12
189		12
196		12
129		12
205		12
197		11
187		11
105		11
29		11
184		11
161		10
223		10
193		10
52		10
65		10
96		10
199		10
112		10
204		10
128		10
148		10
233		10
124		9
180		9
41		9
158		9
126		9
226		9
191		9
216		9
18		9
17		9
87		9
192		9
195		8
60		8
54		8
245		8
47		8
200		8
225		8
136		8
142		8
137		8
168		8
14		8
213		8
172		8
208		8
143		8
162		7
113		7
221		7
237		7
42		7
181		7
188		7
194		7
59		7
66		7
32		7
166		7
215		7
206		7
210		7
212		7
163		6
255		6
153		6
232		6
182		6
160		6
130		6
224		6
30		6
167		6
171		6
7		6
174		6
236		6
217		6
85		6
147		6
249		6
228		6
219		6
220		6
101		6
186		5
154		5
159		5
177		5
209		5
234		5
222		5
230		5
238		5
240		5
229		5
62		5
211		4
190		4
214		4
202		4
218		4
135		4
150		4
241		4
151		4
179		4
248		4
102		4
251		4
254		4
242		4
235		3
244		3
183		3
246		3
247		3
231		3
250		3
252		3
253		3
203		3
243		2
227		2
239		2
78		2
