4.60037

32		2225
238		874
229		678
224		582
237		473
232		458
242		450
235		414
241		378
240		283
226		281
236		254
228		236
243		214
234		210
239		182
10		177
13		177
255		168
252		162
46		155
44		151
231		146
227		142
251		135
225		133
247		124
230		86
45		76
248		71
245		70
233		68
254		46
202		41
249		40
194		33
246		23
206		21
205		18
253		18
63		16
210		13
223		13
33		12
204		10
199		9
215		9
244		8
207		7
196		6
208		5
221		5
200		4
209		4
192		4
197		4
48		3
54		3
198		2
195		2
211		2
34		2
250		2
50		2
214		1
193		1
78		1
51		1
203		1
