3.77618260513427284053022958688

0	27048
4	9679
32	3418
255	1276
62	987
53	847
48	783
66	615
56	588
61	542
59	520
65	485
13	445
250	435
50	400
64	395
58	384
46	381
52	299
60	299
67	292
54	261
63	246
76	243
75	215
79	202
49	196
44	190
6	187
55	186
51	183
71	163
57	161
3	152
2	133
45	126
1	123
72	112
22	106
16	97
101	95
120	95
69	92
78	92
34	90
109	75
116	74
29	73
30	73
110	70
33	66
24	65
18	63
97	62
8	58
23	58
47	57
21	56
114	56
108	55
70	53
26	52
111	52
28	51
20	50
31	50
77	50
104	49
99	48
115	48
228	47
240	46
103	45
118	45
9	44
15	43
105	43
5	42
100	37
137	37
12	36
17	36
40	36
84	36
35	35
27	34
74	34
224	33
102	32
68	31
73	30
87	30
117	30
144	30
86	29
98	29
168	29
174	29
10	28
80	28
95	28
158	28
238	27
19	26
38	26
112	26
128	26
130	26
7	24
25	24
36	24
93	24
119	24
127	24
146	24
201	24
232	24
11	23
14	23
42	23
106	23
107	23
113	23
129	23
200	23
230	23
142	22
160	22
176	22
229	22
83	21
123	21
254	21
81	20
88	20
94	20
96	20
121	20
132	20
214	20
82	19
85	19
156	19
198	19
204	19
237	19
39	18
89	18
90	18
124	18
126	18
172	18
208	18
210	18
219	18
225	18
236	18
246	18
253	18
150	17
188	17
205	17
213	17
249	17
91	16
136	16
140	16
154	16
161	16
186	16
187	16
189	16
192	16
247	16
37	15
43	15
138	15
145	15
152	15
165	15
166	15
170	15
190	15
191	15
195	15
196	15
211	15
212	15
217	15
226	15
235	15
125	14
131	14
135	14
167	14
171	14
194	14
227	14
239	14
122	13
134	13
141	13
155	13
159	13
164	13
177	13
178	13
180	13
183	13
185	13
207	13
209	13
216	13
218	13
242	13
244	13
143	12
148	12
182	12
199	12
203	12
221	12
222	12
223	12
231	12
233	12
241	12
92	11
133	11
175	11
202	11
206	11
248	11
139	10
162	10
173	10
193	10
197	10
220	10
252	10
234	9
41	8
151	8
153	8
163	8
243	8
245	8
147	7
179	7
181	7
184	7
215	7
149	6
157	6
169	5
251	4
