7.99647807853570125047326655476

0	302
253	284
106	281
124	280
68	272
254	269
132	267
190	267
210	267
153	266
24	265
73	261
215	261
48	260
128	260
255	260
8	259
109	257
134	256
59	255
30	254
120	254
19	253
90	253
197	253
39	252
80	252
81	252
154	252
172	252
209	252
234	251
239	251
244	251
95	250
100	250
199	250
141	249
151	249
166	249
207	249
99	248
147	248
23	247
53	247
195	247
29	246
45	246
127	246
168	246
252	246
61	245
75	245
112	245
170	245
188	245
49	244
57	244
74	244
173	244
211	244
241	244
32	243
43	243
116	243
164	243
189	243
208	243
219	243
251	243
13	242
149	242
156	242
159	242
194	242
62	241
118	241
125	241
133	241
158	241
181	241
31	240
82	240
86	240
94	240
111	240
121	240
137	240
161	240
201	240
46	239
54	239
123	239
130	239
169	239
221	239
52	238
152	238
205	238
212	238
214	238
218	238
232	238
237	238
11	237
38	237
110	237
175	237
213	237
233	237
235	237
10	236
83	236
114	236
122	236
131	236
150	235
157	235
246	235
1	234
6	234
37	234
107	234
115	234
143	234
148	234
176	234
182	234
247	234
18	233
63	233
98	233
139	233
217	233
222	233
250	233
9	232
58	232
89	232
162	232
192	232
220	232
15	231
69	231
77	231
105	231
126	231
174	231
183	231
226	231
231	231
236	231
2	230
92	230
180	230
191	230
200	230
227	230
3	229
44	229
129	229
135	229
187	229
243	229
64	228
93	228
104	228
113	228
119	228
171	228
71	227
144	227
198	227
225	227
66	226
108	226
140	226
202	226
224	226
242	226
245	226
22	225
56	225
178	225
229	225
20	224
65	224
216	224
4	223
28	223
47	223
67	223
70	223
91	223
184	223
193	223
230	223
102	222
185	222
41	221
87	221
186	221
103	220
138	220
142	220
25	219
36	219
40	219
155	219
177	219
51	218
88	218
160	218
34	217
78	217
101	217
117	217
203	217
249	217
5	216
7	216
76	216
79	216
204	216
248	216
55	215
84	215
165	215
33	214
136	214
14	213
42	213
97	213
167	213
228	213
16	212
50	212
238	212
85	211
145	211
240	211
12	210
60	210
179	210
26	208
206	208
35	207
27	204
17	202
96	202
146	201
223	197
21	196
72	194
196	194
163	192
