7.63690304731594071796507705585

0	2345
3	126
101	121
116	116
109	115
6	110
114	110
1	106
33	106
100	106
80	105
108	105
110	105
47	103
115	103
119	102
136	102
20	100
75	100
2	99
8	99
27	99
72	98
111	98
184	98
242	98
96	96
141	96
152	96
217	96
29	95
45	95
49	95
16	94
26	94
170	94
238	94
10	93
86	93
73	92
218	92
97	91
133	91
222	91
51	90
76	90
91	90
120	90
160	90
7	89
31	89
37	89
140	89
150	89
211	89
214	89
147	88
17	87
68	87
126	87
201	87
237	87
255	87
15	86
30	86
46	86
103	86
106	86
122	86
142	86
145	86
13	85
22	85
48	85
60	85
87	85
139	85
182	85
198	85
227	85
4	84
53	84
55	84
112	84
155	84
200	84
248	84
21	83
24	83
39	83
59	83
82	83
99	83
121	83
124	83
125	83
216	83
239	83
250	83
32	82
54	82
88	82
94	82
163	82
173	82
185	82
205	82
213	82
67	81
81	81
84	81
107	81
181	81
221	81
34	80
36	80
43	80
44	80
70	80
104	80
180	80
188	80
230	80
156	79
178	79
179	79
208	79
65	78
78	78
95	78
159	78
162	78
168	78
192	78
193	78
219	78
224	78
236	78
42	77
62	77
83	77
89	77
105	77
129	77
135	77
154	77
171	77
187	77
191	77
11	76
79	76
85	76
161	76
172	76
197	76
207	76
212	76
233	76
243	76
244	76
66	75
69	75
113	75
117	75
164	75
169	75
175	75
240	75
251	75
14	74
18	74
52	74
71	74
77	74
131	74
143	74
146	74
165	74
177	74
203	74
229	74
35	73
40	73
41	73
61	73
93	73
118	73
149	73
202	73
223	73
228	73
247	73
28	72
144	72
183	72
196	72
225	72
241	72
9	71
90	71
98	71
130	71
132	71
148	71
209	71
232	71
234	71
58	70
102	70
176	70
195	70
23	69
137	69
166	69
190	69
199	69
204	69
206	69
210	69
231	69
25	68
50	68
123	68
138	68
5	67
56	67
63	67
64	67
127	67
157	67
174	67
19	66
128	66
153	66
186	66
245	66
249	66
12	65
92	65
167	65
226	65
57	64
252	64
158	63
189	63
246	63
38	62
134	62
254	62
74	61
151	60
220	60
235	60
253	58
194	57
215	55
